"","Dbase","Query","Bitscore","Distance"
"10613","GID5_seq128","GID4_seq351",26.9,0.978976162563501
"10614","GID5_seq128","GID5_seq128",2133,0
"10615","GID5_seq128","GID5_seq241",29.4,0.985177716158306
"10616","GID5_seq129","GID1_seq111",58.7,0.942647777234978
"10617","GID5_seq129","GID1_seq222",284,0.698833510074231
"10618","GID5_seq129","GID1_seq264",31.4,0.96060225846926
"10619","GID5_seq129","GID1_seq289",35.9,0.954412698412698
"10620","GID5_seq129","GID2_seq131",371,0.512803676953381
"10621","GID5_seq129","GID2_seq153",25.5,0.968204488778055
"10622","GID5_seq129","GID2_seq169",33.1,0.958207070707071
"10623","GID5_seq129","GID2_seq65",57.3,0.944015632633122
"10624","GID5_seq129","GID3_seq188",280,0.706190975865687
"10625","GID5_seq129","GID3_seq227",29.4,0.964363636363636
"10626","GID5_seq129","GID3_seq250",31.7,0.960984615384615
"10627","GID5_seq129","GID3_seq99",55.3,0.9461800486618
"10628","GID5_seq129","GID4_seq111",67.4,0.934307992202729
"10629","GID5_seq129","GID4_seq219",300,0.677245831091985
"10630","GID5_seq129","GID4_seq287",34.2,0.957620817843866
"10631","GID5_seq129","GID5_seq129",722,0
"10632","GID5_seq129","GID5_seq151",33.9,0.955801825293351
"10633","GID5_seq129","GID5_seq242",26.9,0.965906210392902
"10634","GID5_seq129","GID5_seq65",62.4,0.93837037037037
"10635","GID5_seq13","GID1_seq159",25.2,0.974862842892768
"10636","GID5_seq13","GID1_seq23",381,0.354784081287045
"10637","GID5_seq13","GID1_seq48",78.4,0.913940724478595
"10638","GID5_seq13","GID2_seq19",276,0.51493848857645
"10639","GID5_seq13","GID2_seq22",24.1,0.948886532343584
"10640","GID5_seq13","GID2_seq34",76.4,0.920870015535992
"10641","GID5_seq13","GID3_seq23",374,0.371428571428571
"10642","GID5_seq13","GID3_seq359",25.5,0.970706490522688
"10643","GID5_seq13","GID3_seq42",76.4,0.917761033369214
"10644","GID5_seq13","GID3_seq466",24.9,0.946162162162162
"10645","GID5_seq13","GID4_seq23",395,0.333333333333333
"10646","GID5_seq13","GID4_seq48",78.7,0.91450298750679
"10647","GID5_seq13","GID5_seq13",595,0
"10648","GID5_seq13","GID5_seq26",80.9,0.905984892504358
"10649","GID5_seq130","GID1_seq149",26.6,0.964884488448845
"10650","GID5_seq130","GID1_seq151",25.5,0.96530612244898
"10651","GID5_seq130","GID1_seq223",196,0.71919770773639
"10652","GID5_seq130","GID1_seq512",26.3,0.958054226475279
"10653","GID5_seq130","GID1_seq97",28.3,0.962466843501326
"10654","GID5_seq130","GID3_seq189",166,0.757664233576642
"10655","GID5_seq130","GID4_seq220",197,0.710080941869021
"10656","GID5_seq130","GID5_seq130",623,0
"10657","GID5_seq130","GID5_seq308",24.9,0.96025538707103
"10658","GID5_seq131","GID1_seq224",607,0.526521060842434
"10659","GID5_seq131","GID1_seq419",28.9,0.968756756756757
"10660","GID5_seq131","GID3_seq186",26.1,0.96552179656539
"10661","GID5_seq131","GID3_seq190",585,0.550345887778632
"10662","GID5_seq131","GID4_seq221",637,0.508108108108108
"10663","GID5_seq131","GID4_seq75",26.6,0.98256880733945
"10664","GID5_seq131","GID5_seq131",1206,0
"10665","GID5_seq132","GID1_seq225",566,0.475197032916087
"10666","GID5_seq132","GID1_seq336",29.4,0.980426098535286
"10667","GID5_seq132","GID1_seq405",33.9,0.975794359157444
"10668","GID5_seq132","GID1_seq413",26.9,0.982424044429925
"10669","GID5_seq132","GID1_seq443",28.3,0.971078180889116
"10670","GID5_seq132","GID2_seq191",30.3,0.978899721448468
"10671","GID5_seq132","GID2_seq226",35.6,0.974323836999639
"10672","GID5_seq132","GID2_seq59",32.8,0.969360112097151
"10673","GID5_seq132","GID3_seq191",540,0.503219871205152
"10674","GID5_seq132","GID3_seq284",33.7,0.97757071547421
"10675","GID5_seq132","GID3_seq336",35.6,0.974634841467759
"10676","GID5_seq132","GID3_seq365",27.5,0.972151898734177
"10677","GID5_seq132","GID3_seq85",29.7,0.9725
"10678","GID5_seq132","GID4_seq222",569,0.4736355226642
"10679","GID5_seq132","GID4_seq336",34.5,0.976938502673797
"10680","GID5_seq132","GID4_seq370",27.2,0.980668088130775
"10681","GID5_seq132","GID4_seq406",34.2,0.97522636725824
"10682","GID5_seq132","GID4_seq96",33.7,0.968868360277136
"10683","GID5_seq132","GID5_seq132",1034,0
"10684","GID5_seq132","GID5_seq192",31.4,0.977840508115738
"10685","GID5_seq132","GID5_seq234",37.6,0.970602032838155
"10686","GID5_seq132","GID5_seq259",32,0.968047928107838
"10687","GID5_seq132","GID5_seq27",27.8,0.972461614660723
"10688","GID5_seq133","GID1_seq228",221,0.508342602892102
"10689","GID5_seq133","GID2_seq132",228,0.513340448239061
"10690","GID5_seq133","GID3_seq147",38.4,0.914285714285714
"10691","GID5_seq133","GID3_seq194",218,0.542976939203354
"10692","GID5_seq133","GID4_seq169",30,0.933847850055127
"10693","GID5_seq133","GID4_seq225",229,0.510160427807487
"10694","GID5_seq133","GID4_seq338",25.5,0.954946996466431
"10695","GID5_seq133","GID4_seq504",27.5,0.961430575035063
"10696","GID5_seq133","GID5_seq102",28,0.937915742793792
"10697","GID5_seq133","GID5_seq133",443,0
"10698","GID5_seq133","GID5_seq315",28,0.92764857881137
"10699","GID5_seq133","GID5_seq66",23.3,0.935989010989011
"10700","GID5_seq134","GID1_seq166",49.1,0.849155145929339
"10701","GID5_seq134","GID1_seq231",86.3,0.757924263674614
"10702","GID5_seq134","GID1_seq235",24.9,0.940925266903915
"10703","GID5_seq134","GID2_seq134",86.6,0.716530278232406
"10704","GID5_seq134","GID2_seq187",23.5,0.94541231126597
"10705","GID5_seq134","GID2_seq213",24.1,0.946916299559471
"10706","GID5_seq134","GID3_seq144",49.4,0.86045197740113
"10707","GID5_seq134","GID3_seq196",105,0.70873786407767
"10708","GID5_seq134","GID4_seq166",43.2,0.873499267935578
"10709","GID5_seq134","GID4_seq228",96.1,0.712275449101796
"10710","GID5_seq134","GID5_seq134",328,0
"10711","GID5_seq134","GID5_seq200",26.9,0.968757259001161
"10712","GID5_seq134","GID5_seq92",23.5,0.954937679769895
"10713","GID5_seq135","GID1_seq233",143,0.540930979133226
"10714","GID5_seq135","GID1_seq364",23.8,0.963857251328778
"10715","GID5_seq135","GID2_seq136",117,0.62379421221865
"10716","GID5_seq135","GID2_seq214",24.9,0.975742815392109
"10717","GID5_seq135","GID2_seq234",42.7,0.919509896324222
"10718","GID5_seq135","GID3_seq198",122,0.62111801242236
"10719","GID5_seq135","GID3_seq25",23.8,0.959729272419628
"10720","GID5_seq135","GID4_seq130",23.8,0.956884057971015
"10721","GID5_seq135","GID4_seq230",139,0.564263322884013
"10722","GID5_seq135","GID4_seq381",28.9,0.941020408163265
"10723","GID5_seq135","GID4_seq421",50.8,0.834527687296417
"10724","GID5_seq135","GID5_seq135",310,0
"10725","GID5_seq135","GID5_seq211",23,0.951063829787234
"10726","GID5_seq136","GID1_seq234",81.5,0.669371196754564
"10727","GID5_seq136","GID2_seq287",22.1,0.939118457300275
"10728","GID5_seq136","GID3_seq199",71.9,0.71468253968254
"10729","GID5_seq136","GID3_seq357",25.2,0.957360406091371
"10730","GID5_seq136","GID3_seq458",23.3,0.969220607661823
"10731","GID5_seq136","GID4_seq231",51.7,0.762844036697248
"10732","GID5_seq136","GID5_seq136",242,0
"10733","GID5_seq136","GID5_seq263",24.1,0.941291108404385
"10734","GID5_seq137","GID1_seq14",48.9,0.930192719486081
"10735","GID5_seq137","GID1_seq172",34.2,0.943330571665286
"10736","GID5_seq137","GID1_seq235",133,0.72994923857868
"10737","GID5_seq137","GID1_seq347",35.3,0.967584940312213
"10738","GID5_seq137","GID1_seq444",25.2,0.95
"10739","GID5_seq137","GID1_seq547",61.2,0.911496746203905
"10740","GID5_seq137","GID2_seq111",28.9,0.950471293916024
"10741","GID5_seq137","GID2_seq13",48.6,0.929514140681653
"10742","GID5_seq137","GID2_seq137",157,0.6930596285435
"10743","GID5_seq137","GID2_seq198",28.6,0.962760416666667
"10744","GID5_seq137","GID2_seq218",31.7,0.927625570776256
"10745","GID5_seq137","GID2_seq322",58.1,0.915244347191831
"10746","GID5_seq137","GID3_seq14",41.5,0.939504373177843
"10747","GID5_seq137","GID3_seq150",29.7,0.951070840197694
"10748","GID5_seq137","GID3_seq200",158,0.695568400770713
"10749","GID5_seq137","GID3_seq22",25.8,0.958520900321543
"10750","GID5_seq137","GID3_seq293",33.7,0.969460806524694
"10751","GID5_seq137","GID3_seq464",47.7,0.93056768558952
"10752","GID5_seq137","GID4_seq114",26.3,0.95418118466899
"10753","GID5_seq137","GID4_seq14",55.3,0.92014440433213
"10754","GID5_seq137","GID4_seq172",33.1,0.945198675496689
"10755","GID5_seq137","GID4_seq232",128,0.731656184486373
"10756","GID5_seq137","GID4_seq357",27.2,0.950455373406193
"10757","GID5_seq137","GID4_seq548",53.9,0.92108345534407
"10758","GID5_seq137","GID5_seq104",28.3,0.949955791335102
"10759","GID5_seq137","GID5_seq137",470,0
"10760","GID5_seq137","GID5_seq197",23.3,0.928086419753086
"10761","GID5_seq137","GID5_seq226",43.5,0.9
"10762","GID5_seq137","GID5_seq332",62.4,0.905597579425113
"10763","GID5_seq137","GID5_seq6",46.6,0.930187265917603
"10764","GID5_seq138","GID1_seq236",343,0.271762208067941
"10765","GID5_seq138","GID2_seq138",292,0.368648648648649
"10766","GID5_seq138","GID3_seq201",350,0.256900212314225
"10767","GID5_seq138","GID4_seq233",352,0.251063829787234
"10768","GID5_seq138","GID5_seq138",471,0
"10769","GID5_seq138","GID5_seq250",24.7,0.975616979269497
"10770","GID5_seq139","GID1_seq237",161,0.667355371900826
"10771","GID5_seq139","GID2_seq238",24.4,0.970900417412045
"10772","GID5_seq139","GID3_seq11",24.9,0.95497287522604
"10773","GID5_seq139","GID3_seq202",177,0.624602332979852
"10774","GID5_seq139","GID4_seq234",158,0.678861788617886
"10775","GID5_seq139","GID5_seq139",363,0
"10776","GID5_seq14","GID1_seq28",978,0.37327779557834
"10777","GID5_seq14","GID2_seq20",981,0.371153846153846
"10778","GID5_seq14","GID3_seq27",977,0.374319564521294
"10779","GID5_seq14","GID4_seq28",967,0.3795316008983
"10780","GID5_seq14","GID5_seq14",1559,0
"10781","GID5_seq14","GID5_seq324",26.9,0.981155866900175
"10782","GID5_seq140","GID1_seq13",27.2,0.97517115472387
"10783","GID5_seq140","GID1_seq238",795,0.30506993006993
"10784","GID5_seq140","GID1_seq347",72.5,0.948047294876388
"10785","GID5_seq140","GID1_seq394",147,0.874519846350832
"10786","GID5_seq140","GID1_seq474",59.8,0.934964654703643
"10787","GID5_seq140","GID1_seq475",93.3,0.926679764243615
"10788","GID5_seq140","GID1_seq490",76.1,0.930022988505747
"10789","GID5_seq140","GID2_seq139",734,0.355008787346221
"10790","GID5_seq140","GID2_seq198",73.9,0.9312238250349
"10791","GID5_seq140","GID2_seq219",131,0.888225255972696
"10792","GID5_seq140","GID2_seq276",60.7,0.934801288936627
"10793","GID5_seq140","GID2_seq277",86.3,0.932234000785238
"10794","GID5_seq140","GID3_seq177",25.8,0.970863918690006
"10795","GID5_seq140","GID3_seq203",746,0.34503950834065
"10796","GID5_seq140","GID3_seq293",62.4,0.955744680851064
"10797","GID5_seq140","GID3_seq325",130,0.889737065309584
"10798","GID5_seq140","GID3_seq394",58.1,0.937627482555019
"10799","GID5_seq140","GID3_seq395",79.5,0.936628138700678
"10800","GID5_seq140","GID3_seq409",81.5,0.92533211177279
"10801","GID5_seq140","GID4_seq235",781,0.312802463704355
"10802","GID5_seq140","GID4_seq347",75.6,0.94572864321608
"10803","GID5_seq140","GID4_seq385",57,0.944471505114467
"10804","GID5_seq140","GID4_seq395",152,0.870029927319367
"10805","GID5_seq140","GID4_seq477",62.6,0.931919521479065
"10806","GID5_seq140","GID4_seq478",86.3,0.931562252180809
"10807","GID5_seq140","GID4_seq492",75.3,0.930980751604033
"10808","GID5_seq140","GID4_seq61",26.6,0.973972602739726
"10809","GID5_seq140","GID5_seq140",1083,0
"10810","GID5_seq140","GID5_seq200",73,0.941057731126362
"10811","GID5_seq140","GID5_seq227",117,0.898525585429315
"10812","GID5_seq140","GID5_seq290",56.4,0.939322216245293
"10813","GID5_seq140","GID5_seq332",25.8,0.973333333333333
"10814","GID5_seq141","GID1_seq239",383,0.455579246624023
"10815","GID5_seq141","GID1_seq54",26.1,0.96599348534202
"10816","GID5_seq141","GID1_seq97",26.3,0.966496815286624
"10817","GID5_seq141","GID2_seq104",25.5,0.978270132083511
"10818","GID5_seq141","GID2_seq140",384,0.468512110726644
"10819","GID5_seq141","GID2_seq60",25.8,0.966752577319588
"10820","GID5_seq141","GID3_seq204",385,0.46969696969697
"10821","GID5_seq141","GID3_seq315",25.5,0.957286432160804
"10822","GID5_seq141","GID4_seq236",399,0.446601941747573
"10823","GID5_seq141","GID4_seq97",31.7,0.959848005066498
"10824","GID5_seq141","GID5_seq141",685,0
"10825","GID5_seq141","GID5_seq61",28.6,0.960111576011158
"10826","GID5_seq142","GID1_seq136",25.2,0.960095011876485
"10827","GID5_seq142","GID1_seq242",256,0.488511488511489
"10828","GID5_seq142","GID1_seq426",26.6,0.925070422535211
"10829","GID5_seq142","GID2_seq104",25.2,0.976437587657784
"10830","GID5_seq142","GID3_seq208",282,0.441030723488603
"10831","GID5_seq142","GID3_seq275",38.7,0.919958634953464
"10832","GID5_seq142","GID4_seq240",236,0.516888433981576
"10833","GID5_seq142","GID4_seq322",29.2,0.939855818743563
"10834","GID5_seq142","GID5_seq142",477,0
"10835","GID5_seq142","GID5_seq231",23.8,0.962341772151899
"10836","GID5_seq142","GID5_seq97",24.1,0.976737451737452
"10837","GID5_seq143","GID1_seq243",682,0.442354865085854
"10838","GID5_seq143","GID1_seq331",26.6,0.973346693386774
"10839","GID5_seq143","GID1_seq510",156,0.881638846737481
"10840","GID5_seq143","GID2_seq35",26.1,0.977692307692308
"10841","GID5_seq143","GID3_seq209",656,0.475619504396483
"10842","GID5_seq143","GID4_seq241",670,0.46271050521251
"10843","GID5_seq143","GID4_seq412",28.6,0.97019280875456
"10844","GID5_seq143","GID4_seq512",154,0.884384384384384
"10845","GID5_seq143","GID5_seq143",1166,0
"10846","GID5_seq144","GID1_seq245",207,0.51063829787234
"10847","GID5_seq144","GID2_seq101",23.5,0.972957422324511
"10848","GID5_seq144","GID2_seq143",179,0.566060606060606
"10849","GID5_seq144","GID2_seq70",23.8,0.972244897959184
"10850","GID5_seq144","GID3_seq211",184,0.547911547911548
"10851","GID5_seq144","GID4_seq243",222,0.474556213017752
"10852","GID5_seq144","GID4_seq328",24.7,0.921587301587302
"10853","GID5_seq144","GID5_seq144",402,0
"10854","GID5_seq144","GID5_seq184",28.3,0.940358271865121
"10855","GID5_seq145","GID1_seq246",380,0.371900826446281
"10856","GID5_seq145","GID1_seq267",38.2,0.939747634069401
"10857","GID5_seq145","GID1_seq279",25.5,0.979072630283135
"10858","GID5_seq145","GID1_seq402",26.9,0.963351498637602
"10859","GID5_seq145","GID2_seq144",361,0.394295302013423
"10860","GID5_seq145","GID2_seq156",38.2,0.939652448657188
"10861","GID5_seq145","GID2_seq197",24.1,0.941075794621027
"10862","GID5_seq145","GID2_seq224",26.3,0.964095563139932
"10863","GID5_seq145","GID3_seq212",389,0.353820598006645
"10864","GID5_seq145","GID3_seq232",37.3,0.941490196078431
"10865","GID5_seq145","GID4_seq123",26.1,0.954130052724077
"10866","GID5_seq145","GID4_seq244",385,0.363636363636364
"10867","GID5_seq145","GID4_seq264",36.2,0.942947202521671
"10868","GID5_seq145","GID4_seq487",28.6,0.944140625
"10869","GID5_seq145","GID4_seq83",27.5,0.952708512467756
"10870","GID5_seq145","GID5_seq145",556,0
"10871","GID5_seq145","GID5_seq232",31.4,0.956022408963585
"10872","GID5_seq146","GID1_seq259",69.7,0.92070534698521
"10873","GID5_seq146","GID1_seq269",27.2,0.970986666666667
"10874","GID5_seq146","GID2_seq151",63.2,0.930088495575221
"10875","GID5_seq146","GID3_seq224",66.3,0.9278955954323
"10876","GID5_seq146","GID4_seq256",69.1,0.924190894130554
"10877","GID5_seq146","GID5_seq146",1192,0
"10878","GID5_seq147","GID1_seq230",23.3,0.922333333333333
"10879","GID5_seq147","GID1_seq250",152,0.484745762711864
"10880","GID5_seq147","GID3_seq216",158,0.44070796460177
"10881","GID5_seq147","GID4_seq248",152,0.456171735241503
"10882","GID5_seq147","GID4_seq345",23.5,0.949023861171367
"10883","GID5_seq147","GID4_seq64",24.7,0.947780126849894
"10884","GID5_seq147","GID5_seq123",23,0.945238095238095
"10885","GID5_seq147","GID5_seq147",286,0
"10886","GID5_seq147","GID5_seq223",25.2,0.963793103448276
"10887","GID5_seq147","GID5_seq230",23,0.963578780680918
"10888","GID5_seq147","GID5_seq233",25.8,0.90979020979021
"10889","GID5_seq147","GID5_seq328",22.7,0.916544117647059
"10890","GID5_seq148","GID1_seq252",60.7,0.852848484848485
"10891","GID5_seq148","GID3_seq217",59.8,0.857449344457688
"10892","GID5_seq148","GID3_seq424",24.4,0.953875236294896
"10893","GID5_seq148","GID4_seq249",52.5,0.868090452261307
"10894","GID5_seq148","GID5_seq148",357,0
"10895","GID5_seq148","GID5_seq220",24.1,0.974564643799472
"10896","GID5_seq149","GID1_seq261",210,0.615736505032022
"10897","GID5_seq149","GID1_seq457",24.4,0.937834394904459
"10898","GID5_seq149","GID2_seq206",24.1,0.957193605683837
"10899","GID5_seq149","GID2_seq78",24.7,0.954089219330855
"10900","GID5_seq149","GID3_seq225",189,0.652573529411765
"10901","GID5_seq149","GID3_seq280",24.4,0.967682119205298
"10902","GID5_seq149","GID4_seq127",27.2,0.950545454545455
"10903","GID5_seq149","GID4_seq258",221,0.595978062157221
"10904","GID5_seq149","GID4_seq508",36.8,0.930500472143532
"10905","GID5_seq149","GID5_seq149",543,0
"10906","GID5_seq15","GID1_seq288",27.5,0.984877646411878
"10907","GID5_seq15","GID1_seq31",2318,0.202065404475043
"10908","GID5_seq15","GID1_seq327",28,0.985255397577672
"10909","GID5_seq15","GID1_seq355",26.1,0.982885245901639
"10910","GID5_seq15","GID1_seq367",27.2,0.984611032531825
"10911","GID5_seq15","GID1_seq6",27.8,0.985859613428281
"10912","GID5_seq15","GID2_seq122",28,0.983963344788087
"10913","GID5_seq15","GID2_seq205",26.1,0.982868395142763
"10914","GID5_seq15","GID2_seq23",2173,0.246140503035559
"10915","GID5_seq15","GID3_seq30",2307,0.200208008320333
"10916","GID5_seq15","GID3_seq369",28.6,0.98369441277081
"10917","GID5_seq15","GID4_seq31",2315,0.199515905947441
"10918","GID5_seq15","GID4_seq451",27.8,0.984141471762693
"10919","GID5_seq15","GID5_seq15",2881,0
"10920","GID5_seq15","GID5_seq165",27.5,0.985372340425532
"10921","GID5_seq15","GID5_seq263",27.5,0.984104046242775
"10922","GID5_seq150","GID1_seq195",26.6,0.961918396564066
"10923","GID5_seq150","GID1_seq262",388,0.432748538011696
"10924","GID5_seq150","GID1_seq402",25.5,0.967011642949547
"10925","GID5_seq150","GID1_seq41",26.3,0.960211800302572
"10926","GID5_seq150","GID2_seq152",391,0.417287630402384
"10927","GID5_seq150","GID2_seq224",27.8,0.963966299416721
"10928","GID5_seq150","GID2_seq79",29.4,0.976666666666667
"10929","GID5_seq150","GID3_seq226",381,0.454154727793696
"10930","GID5_seq150","GID3_seq333",29.7,0.961100196463654
"10931","GID5_seq150","GID4_seq104",24.9,0.954727272727273
"10932","GID5_seq150","GID4_seq17",25.2,0.961643835616438
"10933","GID5_seq150","GID4_seq259",355,0.473293768545994
"10934","GID5_seq150","GID4_seq47",27.5,0.953859060402685
"10935","GID5_seq150","GID5_seq150",634,0
"10936","GID5_seq150","GID5_seq153",27.2,0.956199677938808
"10937","GID5_seq150","GID5_seq65",28.9,0.970160041300981
"10938","GID5_seq150","GID5_seq78",24.9,0.980214541120381
"10939","GID5_seq151","GID1_seq222",35.3,0.964271255060729
"10940","GID5_seq151","GID1_seq264",367,0.564133016627078
"10941","GID5_seq151","GID1_seq485",25.8,0.959080095162569
"10942","GID5_seq151","GID2_seq153",375,0.557260920897285
"10943","GID5_seq151","GID2_seq311",24.9,0.966487213997308
"10944","GID5_seq151","GID3_seq227",368,0.577011494252874
"10945","GID5_seq151","GID3_seq252",26.6,0.97300862506342
"10946","GID5_seq151","GID3_seq447",28.6,0.96132521974307
"10947","GID5_seq151","GID4_seq261",372,0.547995139732685
"10948","GID5_seq151","GID4_seq290",26.6,0.973584905660377
"10949","GID5_seq151","GID4_seq379",25.2,0.959776536312849
"10950","GID5_seq151","GID4_seq527",29.4,0.960323886639676
"10951","GID5_seq151","GID5_seq151",812,0
"10952","GID5_seq152","GID1_seq213",25.5,0.961654135338346
"10953","GID5_seq152","GID1_seq265",533,0.369603784742756
"10954","GID5_seq152","GID1_seq296",26.6,0.966582914572864
"10955","GID5_seq152","GID2_seq139",24.9,0.975273088381331
"10956","GID5_seq152","GID2_seq154",525,0.369369369369369
"10957","GID5_seq152","GID3_seq228",556,0.343565525383707
"10958","GID5_seq152","GID3_seq238",26.6,0.970623964660409
"10959","GID5_seq152","GID3_seq296",26.6,0.974581939799331
"10960","GID5_seq152","GID3_seq37",26.6,0.963234277816171
"10961","GID5_seq152","GID3_seq438",25.5,0.975817923186344
"10962","GID5_seq152","GID4_seq210",25.2,0.961702127659575
"10963","GID5_seq152","GID4_seq262",546,0.354991139988187
"10964","GID5_seq152","GID5_seq152",821,0
"10965","GID5_seq153","GID1_seq269",240,0.628195197521301
"10966","GID5_seq153","GID3_seq234",222,0.655813953488372
"10967","GID5_seq153","GID4_seq266",230,0.635210150674068
"10968","GID5_seq153","GID4_seq32",30.3,0.981996434937611
"10969","GID5_seq153","GID5_seq153",608,0
"10970","GID5_seq154","GID1_seq106",32.3,0.975805243445693
"10971","GID5_seq154","GID1_seq125",28,0.973371374227294
"10972","GID5_seq154","GID1_seq270",658,0.501703900037864
"10973","GID5_seq154","GID2_seq193",25.8,0.977633289986996
"10974","GID5_seq154","GID2_seq309",27.2,0.974814814814815
"10975","GID5_seq154","GID3_seq235",644,0.517602996254682
"10976","GID5_seq154","GID3_seq443",26.6,0.975093632958801
"10977","GID5_seq154","GID4_seq106",33.1,0.975122134535889
"10978","GID5_seq154","GID4_seq267",672,0.534626038781163
"10979","GID5_seq154","GID4_seq524",26.9,0.975115633672525
"10980","GID5_seq154","GID5_seq154",1258,0
"10981","GID5_seq154","GID5_seq233",26.3,0.965932642487047
"10982","GID5_seq155","GID1_seq274",490,0.282051282051282
"10983","GID5_seq155","GID1_seq394",25.8,0.973470437017995
"10984","GID5_seq155","GID2_seq158",486,0.292061179898033
"10985","GID5_seq155","GID3_seq236",490,0.296987087517934
"10986","GID5_seq155","GID4_seq271",480,0.304851556842867
"10987","GID5_seq155","GID4_seq553",26.1,0.970391378332388
"10988","GID5_seq155","GID5_seq155",685,0
"10989","GID5_seq155","GID5_seq236",25.5,0.964008468595625
"10990","GID5_seq156","GID1_seq276",195,0.424778761061947
"10991","GID5_seq156","GID1_seq540",23.8,0.964477611940298
"10992","GID5_seq156","GID2_seq148",26.3,0.955119453924915
"10993","GID5_seq156","GID2_seq159",219,0.389121338912134
"10994","GID5_seq156","GID2_seq316",24.1,0.965097755249819
"10995","GID5_seq156","GID3_seq172",26.3,0.960775540641312
"10996","GID5_seq156","GID3_seq237",206,0.42296918767507
"10997","GID5_seq156","GID3_seq24",25.5,0.967843631778058
"10998","GID5_seq156","GID4_seq127",23.5,0.948633879781421
"10999","GID5_seq156","GID4_seq153",23.8,0.948596112311015
"11000","GID5_seq156","GID4_seq219",24.7,0.96695652173913
"11001","GID5_seq156","GID4_seq273",203,0.424113475177305
"11002","GID5_seq156","GID4_seq390",35.3,0.955146124523507
"11003","GID5_seq156","GID4_seq541",23.8,0.965582067968185
"11004","GID5_seq156","GID5_seq107",23.5,0.973034997131383
"11005","GID5_seq156","GID5_seq156",358,0
"11006","GID5_seq156","GID5_seq308",25.2,0.948987854251012
"11007","GID5_seq156","GID5_seq46",25.8,0.970225043277553
"11008","GID5_seq156","GID5_seq6",24.9,0.959280457890433
"11009","GID5_seq157","GID1_seq278",184,0.582766439909297
"11010","GID5_seq157","GID2_seq160",155,0.649321266968326
"11011","GID5_seq157","GID2_seq235",25.8,0.920493066255778
"11012","GID5_seq157","GID2_seq31",23.3,0.947874720357942
"11013","GID5_seq157","GID3_seq233",23.8,0.962311955661124
"11014","GID5_seq157","GID3_seq239",190,0.5662100456621
"11015","GID5_seq157","GID3_seq337",24.1,0.952512315270936
"11016","GID5_seq157","GID3_seq439",24.4,0.967703507610854
"11017","GID5_seq157","GID4_seq134",26.9,0.976578145407053
"11018","GID5_seq157","GID4_seq275",194,0.559591373439274
"11019","GID5_seq157","GID5_seq14",24.4,0.974728120145003
"11020","GID5_seq157","GID5_seq157",372,0
"11021","GID5_seq157","GID5_seq335",25.5,0.954585930543188
"11022","GID5_seq158","GID1_seq279",785,0.564976447769465
"11023","GID5_seq158","GID1_seq436",27.2,0.980784175203108
"11024","GID5_seq158","GID2_seq116",26.1,0.977284595300261
"11025","GID5_seq158","GID2_seq161",784,0.557437200112899
"11026","GID5_seq158","GID2_seq214",26.3,0.984845865744742
"11027","GID5_seq158","GID2_seq216",28.6,0.979894551845343
"11028","GID5_seq158","GID3_seq239",33.9,0.969623655913978
"11029","GID5_seq158","GID3_seq240",763,0.573027420257415
"11030","GID5_seq158","GID4_seq276",773,0.570674812552069
"11031","GID5_seq158","GID4_seq303",26.9,0.977251585623679
"11032","GID5_seq158","GID5_seq158",1728,0
"11033","GID5_seq159","GID1_seq186",163,0.784391534391534
"11034","GID5_seq159","GID1_seq280",379,0.486449864498645
"11035","GID5_seq159","GID1_seq31",26.1,0.985576126001658
"11036","GID5_seq159","GID2_seq119",141,0.811748998664886
"11037","GID5_seq159","GID2_seq162",355,0.504881450488145
"11038","GID5_seq159","GID3_seq160",142,0.81041388518024
"11039","GID5_seq159","GID3_seq241",370,0.503022162525185
"11040","GID5_seq159","GID3_seq30",26.1,0.985410844046954
"11041","GID5_seq159","GID4_seq186",150,0.79702300405954
"11042","GID5_seq159","GID4_seq214",25.5,0.966135458167331
"11043","GID5_seq159","GID4_seq277",381,0.478796169630643
"11044","GID5_seq159","GID4_seq31",26.1,0.985471750626218
"11045","GID5_seq159","GID5_seq112",129,0.821329639889197
"11046","GID5_seq159","GID5_seq15",25.8,0.985550266031924
"11047","GID5_seq159","GID5_seq159",690,0
"11048","GID5_seq159","GID5_seq75",25.2,0.981863979848867
"11049","GID5_seq16","GID1_seq32",2107,0.215416123626885
"11050","GID5_seq16","GID2_seq23",28.3,0.989710961643338
"11051","GID5_seq16","GID2_seq24",1888,0.292883895131086
"11052","GID5_seq16","GID3_seq31",2102,0.221913751619471
"11053","GID5_seq16","GID3_seq74",28,0.981195433176629
"11054","GID5_seq16","GID4_seq32",2100,0.218604651162791
"11055","GID5_seq16","GID4_seq383",28.6,0.981572164948454
"11056","GID5_seq16","GID5_seq107",30.6,0.984707646176912
"11057","GID5_seq16","GID5_seq16",2617,0
"11058","GID5_seq160","GID1_seq281",267,0.428877005347594
"11059","GID5_seq160","GID2_seq163",262,0.438972162740899
"11060","GID5_seq160","GID2_seq288",25.2,0.961290322580645
"11061","GID5_seq160","GID2_seq35",25.8,0.968498168498168
"11062","GID5_seq160","GID3_seq243",276,0.414634146341463
"11063","GID5_seq160","GID4_seq278",259,0.444206008583691
"11064","GID5_seq160","GID5_seq160",464,0
"11065","GID5_seq161","GID1_seq121",24.9,0.960381861575179
"11066","GID5_seq161","GID1_seq213",25.8,0.955401901469317
